event_date,event_name,event_location,r_fighter,b_fighter,weight_class,gender,total_rounds,is_title_bout,referee,winner,method,finish_round,time_sec,total_fight_time_sec,r_height,b_height,height_diff,r_reach,b_reach,reach_diff,r_ape_index,b_ape_index,ape_index_diff,r_stance,b_stance,r_weight,b_weight,weight_diff,r_date_of_birth,b_date_of_birth,r_age_at_event,b_age_at_event,age_at_event_diff,r_current_age,b_current_age,current_age_diff,r_wins,b_wins,wins_diff,r_losses,b_losses,losses_diff,r_draws,b_draws,draws_diff,r_win_loss_ratio,b_win_loss_ratio,win_loss_ratio_diff,r_sig_str,b_sig_str,sig_str_diff,r_sig_str_att,b_sig_str_att,sig_str_att_diff,r_sig_str_acc,b_sig_str_acc,sig_str_acc_diff,r_str,b_str,str_diff,r_str_att,b_str_att,str_att_diff,r_str_acc,b_str_acc,str_acc_diff,r_kd,b_kd,kd_diff,r_head,b_head,head_diff,r_body,b_body,body_diff,r_leg,b_leg,leg_diff,r_distance,b_distance,distance_diff,r_clinch,b_clinch,clinch_diff,r_ground,b_ground,ground_diff,r_td,b_td,td_diff,r_td_att,b_td_att,td_att_diff,r_td_acc,b_td_acc,td_acc_diff,r_sub_att,b_sub_att,sub_att_diff,r_rev,b_rev,rev_diff,r_ctrl_sec,b_ctrl_sec,ctrl_sec_diff,r_pro_SLpM,b_pro_SLpM,pro_SLpM_diff,r_pro_sig_str_acc,b_pro_sig_str_acc,pro_sig_str_acc_diff,r_pro_SApM,b_pro_SApM,pro_SApM_diff,r_pro_str_def,b_pro_str_def,pro_str_def_diff,r_pro_td_avg,b_pro_td_avg,pro_td_avg_diff,r_pro_td_acc,b_pro_td_acc,pro_td_acc_diff,r_pro_td_def,b_pro_td_def,pro_td_def_diff,r_pro_sub_avg,b_pro_sub_avg,pro_sub_avg_diff,r_name,b_name
2/18/2023,UFC Fight Night: Andrade vs. Blanchfield,"Las Vegas, Nevada, USA",AJ Fletcher,Themba Gorimbo,Welterweight,Men,3,0,Jacob Montalvo,Red,Submission,2,97,397,70,73,-3,67,77,-10,0.96,1.05,-0.1,Switch,Orthodox,170,170,0,2/18/1997,1/23/1991,26,32,-6,28,34,-6,10,14,-4,3,5,-2,0,0,0,3.33,2.8,0.53,7,6,1,17,10,7,0.41,0.6,-0.19,23,15,8,35,26,9,0.66,0.58,0.08,0,0,0,0.85,0.33,0.52,0,0.5,-0.5,0.14,0.16,-0.02,0.14,0.83,-0.69,0.14,0.16,-0.02,0.71,0,0.71,0,2,-2,0,2,-2,0,1,-1,1,0,1,1,1,0,201,120,81,3.36,3.15,0.21,0.49,0.61,-0.12,4.61,1.09,3.52,0.46,0.56,-0.1,1.54,4.81,-3.27,0.35,0.65,-0.3,0.33,0.82,-0.49,0.9,0.6,0.3,AJ Fletcher,Themba Gorimbo
2/18/2023,UFC Fight Night: Andrade vs. Blanchfield,"Las Vegas, Nevada, USA",Clayton Carpenter,Juancamilo Ronderos,Flyweight,Men,3,0,Chris Tognoni,Red,Submission,1,193,193,66,63,3,66,64,2,1,1.02,-0.02,Orthodox,Southpaw,125,125,0,6/9/1996,2/17/1995,26,28,-2,29,30,-1,8,4,4,1,2,-1,0,0,0,8,2,6,3,1,2,5,7,-2,0.6,0.14,0.46,3,46,-43,5,56,-51,0.6,0.82,-0.22,0,0,0,0.66,0,0.66,0.33,0,0.33,0,1,-1,1,1,0,0,0,0,0,0,0,0,1,-1,0,1,-1,0,1,-1,3,0,3,1,0,1,79,82,-3,3.91,2.18,1.73,0.55,0.3,0.25,2.75,2.18,0.57,0.55,0.63,-0.08,2.23,2.72,-0.49,0.46,0.33,0.13,0.42,0,0.42,1.5,0,1.5,Clayton Carpenter,Juancamilo Ronderos
2/25/2023,UFC Fight Night: Muniz vs. Allen,"Las Vegas, Nevada, USA",Andre Muniz,Brendan Allen,Middleweight,Men,3,0,Jason Herzog,Blue,Submission,3,265,865,73,74,-1,78,75,3,1.07,1.01,0.05,Southpaw,Orthodox,185,185,0,2/17/1990,12/28/1995,33,27,6,35,29,6,24,25,-1,7,7,0,0,0,0,3.43,3.57,-0.14,43,42,1,112,102,10,0.38,0.41,-0.03,45,64,-19,114,129,-15,0.39,0.5,-0.11,0,0,0,0.58,0.5,0.08,0.18,0.28,-0.1,0.23,0.21,0.02,1,0.95,0.05,0,0,0,0,0.04,-0.04,0,1,-1,3,1,2,0,1,-1,0,2,-2,0,0,0,15,252,-237,2.04,3.85,-1.81,0.49,0.53,-0.04,2.33,3.96,-1.63,0.51,0.47,0.04,4.02,1.65,2.37,0.49,0.41,0.08,0.35,0.56,-0.21,1.2,1.2,0,Andre Muniz,Brendan Allen
2/25/2023,UFC Fight Night: Muniz vs. Allen,"Las Vegas, Nevada, USA",Augusto Sakai,Don'Tale Mayes,Heavyweight,Men,3,0,Kerry Hatley,Red,Decision,3,300,900,75,78,-3,77,81,-4,1.03,1.04,-0.01,Orthodox,Orthodox,265,260,5,5/9/1991,1/16/1992,31,31,0,34,33,1,16,11,5,5,9,-4,1,0,1,3.2,1.22,1.98,53,29,24,95,62,33,0.56,0.47,0.09,107,77,30,173,121,52,0.62,0.64,-0.02,0,0,0,0.5,0.51,-0.01,0.33,0.34,-0.01,0.15,0.13,0.02,0.39,0.82,-0.43,0.56,0.17,0.39,0.03,0,0.03,1,0,1,2,1,1,0.5,0,0.5,0,0,0,0,0,0,531,166,365,4.6,3.22,1.38,0.49,0.43,0.06,3.83,3.61,0.22,0.48,0.46,0.02,0.23,0.59,-0.36,0.4,0.38,0.02,0.56,0.46,0.1,0,0,0,Augusto Sakai,Don'Tale Mayes
2/25/2023,UFC Fight Night: Muniz vs. Allen,"Las Vegas, Nevada, USA",Tatiana Suarez,Montana De La Rosa,Flyweight,Women,3,0,Chris Tognoni,Red,Submission,2,171,471,65,67,-2,66,68,-2,1.02,1.01,0,Southpaw,Orthodox,115,125,-10,12/19/1990,2/14/1995,32,28,4,34,30,4,11,13,-2,1,9,-8,0,1,-1,11,1.44,9.56,10,5,5,13,11,2,0.77,0.45,0.32,37,36,1,43,46,-3,0.86,0.78,0.08,0,0,0,0,0.8,-0.8,0.8,0.2,0.6,0.2,0,0.2,0.3,0.2,0.1,0.7,0.8,-0.1,0,0,0,2,0,2,6,0,6,0.33,0,0.33,1,0,1,0,0,0,345,37,308,3.22,2.9,0.32,0.61,0.37,0.24,1.58,3.39,-1.81,0.47,0.45,0.02,4.65,1.85,2.8,0.47,0.33,0.14,0.8,0.68,0.12,0.7,0.8,-0.1,Tatiana Suarez,Montana De La Rosa
2/25/2023,UFC Fight Night: Muniz vs. Allen,"Las Vegas, Nevada, USA",Mike Malott,Yohan Lainesse,Welterweight,Men,3,0,Mark Smith,Red,Submission,1,255,255,73,73,0,73,76,-3,1,1.04,-0.04,Orthodox,Orthodox,170,170,0,11/7/1991,8/14/1992,31,30,1,33,32,1,12,9,3,2,3,-1,1,0,1,6,3,3,9,1,8,17,4,13,0.53,0.25,0.28,20,1,19,28,4,24,0.71,0.25,0.46,0,0,0,0.33,1,-0.67,0.44,0,0.44,0.22,0,0.22,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,96,0,96,4.09,2.22,1.87,0.47,0.41,0.06,2.96,3.38,-0.42,0.54,0.58,-0.04,2.08,0.94,1.14,0.56,0.28,0.28,0.16,0.72,-0.56,0.7,0.5,0.2,Mike Malott,Yohan Lainesse
2/25/2023,UFC Fight Night: Muniz vs. Allen,"Las Vegas, Nevada, USA",Erick Gonzalez,Trevor Peek,Lightweight,Men,3,0,Kerry Hatley,Blue,KO/TKO,1,299,299,71,69,2,75,70,5,1.06,1.01,0.04,Orthodox,Switch,155,145,10,1/20/1992,1/9/1995,31,28,3,33,30,3,14,9,5,8,3,5,0,0,0,1.75,3,-1.25,7,51,-44,29,86,-57,0.24,0.59,-0.35,11,51,-40,35,86,-51,0.31,0.59,-0.28,0,2,-2,0.71,0.74,-0.03,0.14,0.15,-0.01,0.14,0.09,0.05,1,0.7,0.3,0,0.17,-0.17,0,0.11,-0.11,4,0,4,6,1,5,0.67,0,0.67,0,0,0,0,0,0,135,16,119,2.4,4.39,-1.99,0.36,0.53,-0.17,8.08,3.88,4.2,0.4,0.43,-0.03,6,1.45,4.55,0.55,0.5,0.05,0.5,0.52,-0.02,0,0,0,Erick Gonzalez,Trevor Peek
2/25/2023,UFC Fight Night: Muniz vs. Allen,"Las Vegas, Nevada, USA",Jasmine Jasudavicius,Gabriella Fernandes,Flyweight,Women,3,0,Chris Tognoni,Red,Decision,3,300,900,67,66,1,68,66,2,1.01,1,0.01,Orthodox,Southpaw,125,125,0,3/1/1989,8/13/1993,33,29,4,36,31,5,14,10,4,3,3,0,0,0,0,4.67,3.33,1.33,24,26,-2,54,56,-2,0.44,0.46,-0.02,149,54,95,215,86,129,0.69,0.63,0.06,0,0,0,0.7,0.38,0.32,0.12,0.3,-0.18,0.16,0.3,-0.14,0.66,0.96,-0.3,0.04,0.03,0.01,0.29,0,0.29,4,0,4,8,1,7,0.5,0,0.5,0,0,0,0,0,0,691,4,687,3.71,3.46,0.25,0.45,0.46,-0.01,3.63,5.5,-1.87,0.51,0.49,0.02,2.61,0.56,2.05,0.44,0.18,0.26,0.75,0.6,0.15,0.6,0.3,0.3,Jasmine Jasudavicius,Gabriella Fernandes
2/25/2023,UFC Fight Night: Muniz vs. Allen,"Las Vegas, Nevada, USA",Jordan Leavitt,Victor Martinez,Lightweight,Men,3,0,Jason Herzog,Red,KO/TKO,1,147,147,69,68,1,71,70,1,1.03,1.03,0,Southpaw,Orthodox,155,155,0,6/2/1995,7/17/1991,27,31,-4,30,34,-4,12,13,-1,3,6,-3,0,0,0,4,2.17,1.83,17,7,10,35,28,7,0.49,0.25,0.24,18,9,9,38,31,7,0.47,0.29,0.18,1,0,1,0.47,0.57,-0.1,0.35,0,0.35,0.17,0.42,-0.25,0.47,1,-0.53,0.29,0,0.29,0.23,0,0.23,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,46,0,46,2.49,7.94,-5.45,0.61,0.51,0.1,1.79,7.66,-5.87,0.57,0.53,0.04,2.92,0.7,2.22,0.3,0.33,-0.03,0.3,0.8,-0.5,1.3,0,1.3,Jordan Leavitt,Victor Martinez
2/25/2023,UFC Fight Night: Muniz vs. Allen,"Las Vegas, Nevada, USA",Ode Osbourne,Charles Johnson,Catch Weight,Men,3,0,Kerry Hatley,Red,Decision,3,300,900,67,69,-2,73,70,3,1.09,1.01,0.08,Southpaw,Switch,125,125,0,1/9/1992,1/10/1991,31,32,-1,33,34,-1,13,17,-4,8,7,1,0,0,0,1.62,2.43,-0.8,48,60,-12,154,127,27,0.31,0.47,-0.16,50,74,-24,157,147,10,0.32,0.5,-0.18,0,0,0,0.35,0.46,-0.11,0.2,0.16,0.04,0.43,0.36,0.07,0.93,0.7,0.23,0.06,0.28,-0.22,0,0.01,-0.01,3,1,2,10,5,5,0.3,0.2,0.1,0,0,0,0,0,0,173,78,95,3.2,4.74,-1.54,0.4,0.49,-0.09,3.82,3.62,0.2,0.46,0.57,-0.11,1.11,0.5,0.61,0.28,0.2,0.08,0.65,0.67,-0.02,0.6,0.4,0.2,Ode Osbourne,Charles Johnson
2/25/2023,UFC Fight Night: Muniz vs. Allen,"Las Vegas, Nevada, USA",Joe Solecki,Carl Deaton,Lightweight,Men,3,0,Jason Herzog,Red,Submission,2,295,595,69,67,2,70,69,1,1.01,1.03,-0.02,Orthodox,Orthodox,155,155,0,8/27/1993,11/24/1989,29,33,-4,31,35,-4,13,17,-4,6,7,-1,0,0,0,2.17,2.43,-0.26,2,1,1,8,12,-4,0.25,0.08,0.17,49,13,36,67,29,38,0.73,0.45,0.28,0,0,0,0.5,1,-0.5,0,0,0,0.5,0,0.5,0.5,1,-0.5,0.5,0,0.5,0,0,0,2,0,2,3,0,3,0.67,0,0.67,3,0,3,0,0,0,531,0,531,1.97,1.53,0.44,0.53,0.31,0.22,1.85,1.85,0,0.5,0.61,-0.11,2.06,0,2.06,0.48,0,0.48,0.14,0.5,-0.36,1.4,0,1.4,Joe Solecki,Carl Deaton
2/25/2023,UFC Fight Night: Muniz vs. Allen,"Las Vegas, Nevada, USA",Rafael Alves,Nurullo Aliev,Lightweight,Men,3,0,Mark Smith,Blue,Decision,3,300,900,68,70,-2,68,72,-4,1,1.03,-0.03,Orthodox,Orthodox,155,155,0,11/14/1990,12/8/2000,32,22,10,34,24,10,20,10,10,12,0,12,0,0,0,1.67,10,-8.33,6,19,-13,17,45,-28,0.35,0.42,-0.07,25,92,-67,36,140,-104,0.69,0.66,0.03,0,0,0,0.33,1,-0.67,0.33,0,0.33,0.33,0,0.33,1,0.05,0.95,0,0,0,0,0.94,-0.94,0,3,-3,0,4,-4,0,0.75,-0.75,2,0,2,1,1,0,78,651,-573,1.85,2.43,-0.58,0.48,0.45,0.03,3.3,1.07,2.23,0.58,0.58,0,0.29,2.6,-2.31,0.25,0.54,-0.29,0.44,0,0.44,1.5,0,1.5,Rafael Alves,Nurullo Aliev
3/4/2023,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",Jon Jones,Ciryl Gane,Heavyweight,Men,5,1,Marc Goddard,Red,Submission,1,124,124,76,76,0,84,81,3,1.11,1.07,0.04,Orthodox,Orthodox,248,245,3,7/19/1987,4/12/1990,35,32,3,38,35,3,28,13,15,1,2,-1,0,0,0,28,6.5,21.5,5,6,-1,10,8,2,0.5,0.75,-0.25,8,7,1,14,9,5,0.57,0.78,-0.21,0,0,0,0.4,0.16,0.24,0,0.33,-0.33,0.6,0.5,0.1,1,1,0,0,0,0,0,0,0,2,0,2,2,0,2,1,0,1,1,0,1,0,0,0,57,0,57,4.38,5.26,-0.88,0.58,0.61,-0.03,2.24,2.23,0.01,0.64,0.61,0.03,1.89,0.7,1.19,0.45,0.25,0.2,0.95,0.43,0.52,0.5,0.6,-0.1,Jon Jones,Ciryl Gane
3/4/2023,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",Valentina Shevchenko,Alexa Grasso,Flyweight,Women,5,1,Jason Herzog,Blue,Submission,4,274,1174,65,65,0,66,66,0,1.02,1.02,0,Southpaw,Orthodox,125,125,0,3/7/1988,8/9/1993,34,29,5,37,31,6,25,16,9,4,5,-1,1,1,0,6.25,3.2,3.05,87,59,28,145,181,-36,0.6,0.33,0.27,167,182,-15,228,308,-80,0.73,0.59,0.14,0,0,0,0.78,0.52,0.26,0.09,0.2,-0.11,0.12,0.27,-0.15,0.91,0.84,0.07,0.02,0.13,-0.11,0.05,0.01,0.04,4,0,4,6,2,4,0.67,0,0.67,0,1,-1,0,0,0,324,82,242,3.14,4.11,-0.97,0.52,0.41,0.11,2.06,3.73,-1.67,0.63,0.58,0.05,2.62,0.41,2.21,0.6,0.35,0.25,0.75,0.54,0.21,0.3,0.6,-0.3,Valentina Shevchenko,Alexa Grasso
3/4/2023,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",Geoff Neal,Shavkat Rakhmonov,Welterweight,Men,3,0,Herb Dean,Blue,Submission,3,257,857,71,73,-2,75,77,-2,1.06,1.05,0,Southpaw,Orthodox,170,170,0,8/28/1990,10/23/1994,32,28,4,34,30,4,16,19,-3,6,0,6,0,0,0,2.67,19,-16.33,69,113,-44,145,179,-34,0.48,0.63,-0.15,69,120,-51,145,186,-41,0.48,0.65,-0.17,0,0,0,0.91,0.61,0.3,0.05,0.34,-0.29,0.02,0.04,-0.02,0.82,0.65,0.17,0.17,0.34,-0.17,0,0,0,0,0,0,0,4,-4,0,0,0,0,1,-1,0,0,0,72,223,-151,5.05,3.25,1.8,0.51,0.6,-0.09,5.44,2.17,3.27,0.57,0.51,0.06,0.56,1.4,-0.84,0.5,0.25,0.25,0.87,0.85,0.02,0.1,1.2,-1.1,Geoff Neal,Shavkat Rakhmonov
3/4/2023,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",Mateusz Gamrot,Jalin Turner,Lightweight,Men,3,0,Mark Smith,Red,Decision,3,300,900,70,75,-5,70,77,-7,1,1.03,-0.03,Southpaw,Southpaw,155,155,0,12/11/1990,5/18/1995,32,27,5,34,30,4,25,14,11,3,9,-6,0,0,0,8.33,1.56,6.78,29,40,-11,42,97,-55,0.69,0.41,0.28,89,62,27,109,119,-10,0.82,0.52,0.3,0,1,-1,0.62,0.57,0.05,0.06,0.35,-0.29,0.31,0.07,0.24,0.72,0.82,-0.1,0.06,0.1,-0.04,0.2,0.07,0.13,4,0,4,12,1,11,0.33,0,0.33,0,0,0,0,0,0,412,32,380,3.35,5.53,-2.18,0.51,0.48,0.03,3.04,4.55,-1.51,0.59,0.41,0.18,5.33,0.77,4.56,0.36,0.55,-0.19,0.9,0.75,0.15,0.1,1.1,-1,Mateusz Gamrot,Jalin Turner
3/4/2023,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",Bo Nickal,Jamie Pickett,Middleweight,Men,3,0,Keith Peterson,Red,Submission,1,174,174,73,74,-1,76,80,-4,1.04,1.08,-0.04,Southpaw,Orthodox,185,185,0,1/14/1996,8/29/1988,27,34,-7,29,36,-7,7,13,-6,1,11,-10,0,0,0,7,1.18,5.82,1,1,0,4,2,2,0.25,0.5,-0.25,3,1,2,6,2,4,0.5,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,4,0,4,0.25,0,0.25,2,0,2,0,0,0,150,0,150,2.36,2.65,-0.29,0.59,0.47,0.12,2.11,3.62,-1.51,0.58,0.5,0.08,3.34,1.26,2.08,0.53,0.4,0.13,1,0.67,0.33,2.9,0.1,2.8,Bo Nickal,Jamie Pickett
3/4/2023,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",Cody Garbrandt,Trevin Jones,Bantamweight,Men,3,0,Jason Herzog,Red,Decision,3,300,900,68,67,1,65,70,-5,0.96,1.04,-0.09,Orthodox,Southpaw,135,135,0,7/7/1991,8/4/1990,31,32,-1,34,34,0,14,13,1,7,10,-3,0,0,0,2,1.3,0.7,26,20,6,33,69,-36,0.79,0.29,0.5,33,30,3,40,79,-39,0.82,0.38,0.44,0,0,0,0.3,0.45,-0.15,0.53,0.4,0.13,0.15,0.15,0,0.8,0.75,0.05,0.07,0.05,0.02,0.11,0.2,-0.09,2,1,1,3,2,1,0.67,0.5,0.17,0,1,-1,0,0,0,152,99,53,2.88,2.13,0.75,0.39,0.37,0.02,3.64,4.29,-0.65,0.59,0.39,0.2,0.93,0.62,0.31,0.27,0.15,0.12,0.83,0.6,0.23,0,0.2,-0.2,Cody Garbrandt,Trevin Jones
3/4/2023,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",Derek Brunson,Dricus Du Plessis,Middleweight,Men,3,0,Herb Dean,Blue,KO/TKO,2,299,599,73,73,0,77,76,1,1.05,1.04,0.01,Southpaw,Switch,185,185,0,1/4/1984,1/14/1994,39,29,10,41,31,10,23,23,0,9,2,7,0,0,0,2.56,11.5,-8.94,37,71,-34,84,115,-31,0.44,0.62,-0.18,43,84,-41,90,132,-42,0.48,0.64,-0.16,0,1,-1,0.72,0.77,-0.05,0.24,0.11,0.13,0.02,0.11,-0.09,0.81,0.74,0.07,0.08,0.04,0.04,0.1,0.21,-0.11,1,1,0,2,2,0,0.5,0.5,0,1,1,0,1,0,1,150,85,65,3.51,6.12,-2.61,0.47,0.48,-0.01,3.05,4.9,-1.85,0.51,0.54,-0.03,3.14,2.55,0.59,0.33,0.5,-0.17,0.85,0.5,0.35,0.6,0.7,-0.1,Derek Brunson,Dricus Du Plessis
3/4/2023,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",Viviane Araujo,Amanda Ribas,Flyweight,Women,3,0,Keith Peterson,Blue,Decision,3,300,900,64,64,0,68,66,2,1.06,1.03,0.03,Orthodox,Orthodox,125,115,10,11/21/1986,8/26/1993,36,29,7,38,31,7,13,13,0,7,7,0,0,0,0,1.86,1.86,0,46,98,-52,115,183,-68,0.4,0.54,-0.14,86,205,-119,162,320,-158,0.53,0.64,-0.11,0,0,0,0.8,0.72,0.08,0.1,0.11,-0.01,0.08,0.16,-0.08,0.97,0.94,0.03,0,0,0,0.02,0.05,-0.03,0,2,-2,0,2,-2,0,1,-1,2,0,2,0,0,0,0,500,-500,3.84,4.26,-0.42,0.47,0.39,0.08,4.83,3.29,1.54,0.55,0.6,-0.05,1.72,2.05,-0.33,0.43,0.52,-0.09,0.75,0.82,-0.07,0.6,0.6,0,Viviane Araujo,Amanda Ribas
3/4/2023,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",Julian Marquez,Marc-Andre Barriault,Middleweight,Men,3,0,Mark Smith,Blue,KO/TKO,2,252,552,74,73,1,72,74,-2,0.97,1.01,-0.04,Orthodox,Orthodox,185,185,0,5/8/1990,2/18/1990,32,33,-1,35,35,0,9,17,-8,6,10,-4,0,0,0,1.5,1.7,-0.2,82,109,-27,171,222,-51,0.48,0.49,-0.01,83,127,-44,172,246,-74,0.48,0.52,-0.04,0,0,0,0.76,0.83,-0.07,0.12,0.16,-0.04,0.1,0,0.1,0.76,0.55,0.21,0.23,0.44,-0.21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,89,-89,5.06,5.7,-0.64,0.45,0.47,-0.02,5.35,5.63,-0.28,0.5,0.5,0,0,0.37,-0.37,0,0.28,-0.28,0.54,0.68,-0.14,2.6,0.1,2.5,Julian Marquez,Marc-Andre Barriault
3/4/2023,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",Ian Machado Garry,Song Kenan,Welterweight,Men,3,0,Marc Goddard,Red,KO/TKO,3,262,862,75,72,3,74,71,3,0.99,0.99,0,Orthodox,Orthodox,170,170,0,11/17/1997,3/10/1990,25,32,-7,27,35,-8,16,22,-6,1,9,-8,0,0,0,16,2.44,13.56,127,55,72,231,110,121,0.55,0.5,0.05,127,61,66,231,120,111,0.55,0.51,0.04,1,1,0,0.45,0.32,0.13,0.28,0.14,0.14,0.25,0.52,-0.27,0.93,0.81,0.12,0,0.12,-0.12,0.05,0.05,0,0,2,-2,0,3,-3,0,0.67,-0.67,0,0,0,0,0,0,5,44,-39,4.77,4.49,0.28,0.54,0.46,0.08,2.77,5.82,-3.05,0.51,0.51,0,1.02,0.42,0.6,0.33,0.3,0.03,0.73,0.73,0,0.4,0,0.4,Ian Machado Garry,Song Kenan
3/4/2023,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",Mana Martinez,Cameron Saaiman,Bantamweight,Men,3,0,Herb Dean,Blue,Decision,3,300,900,70,68,2,70,67,3,1,0.99,0.01,Orthodox,Southpaw,135,135,0,3/25/1996,12/20/2000,26,22,4,29,24,5,10,9,1,4,3,1,0,0,0,2.5,3,-0.5,60,117,-57,148,240,-92,0.41,0.49,-0.08,63,146,-83,160,272,-112,0.39,0.54,-0.15,0,1,-1,0.66,0.56,0.1,0.25,0.19,0.06,0.08,0.23,-0.15,0.96,0.72,0.24,0.03,0,0.03,0,0.26,-0.26,0,1,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,0,247,-247,4.33,5.3,-0.97,0.48,0.46,0.02,4.94,4.14,0.8,0.5,0.51,-0.01,0.72,0.89,-0.17,0.42,0.28,0.14,0.25,0.47,-0.22,0.5,0.7,-0.2,Mana Martinez,Cameron Saaiman
3/4/2023,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",Jessica Penne,Tabatha Ricci,Women's Strawweight,Women,3,0,Jason Herzog,Blue,Submission,2,134,434,65,61,4,67,61,6,1.03,1,0.03,Orthodox,Orthodox,115,115,0,1/30/1983,2/21/1995,40,28,12,42,30,12,14,12,2,9,3,6,0,0,0,1.56,4,-2.44,6,36,-30,25,54,-29,0.24,0.67,-0.43,19,81,-62,44,109,-65,0.43,0.74,-0.31,0,0,0,0.66,0.52,0.14,0.33,0.05,0.28,0,0.41,-0.41,0.66,0.41,0.25,0.16,0.05,0.11,0.16,0.52,-0.36,0,4,-4,1,5,-4,0,0.8,-0.8,0,1,-1,0,0,0,0,314,-314,2.63,4.18,-1.55,0.33,0.36,-0.03,5.05,5.19,-0.14,0.45,0.57,-0.12,1.29,2.69,-1.4,0.18,0.37,-0.19,0.36,0.78,-0.42,0.5,0.1,0.4,Jessica Penne,Tabatha Ricci
3/4/2023,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",Da'Mon Blackshear,Farid Basharat,Bantamweight,Men,3,0,Keith Peterson,Blue,Decision,3,300,900,70,68,2,72,71,1,1.03,1.04,-0.02,Switch,Orthodox,135,135,0,8/12/1994,8/2/1997,28,25,3,30,27,3,17,13,4,8,0,8,1,0,1,2.12,13,-10.88,46,58,-12,117,96,21,0.39,0.6,-0.21,91,76,15,164,115,49,0.55,0.66,-0.11,0,0,0,0.5,0.62,-0.12,0.26,0.24,0.02,0.23,0.13,0.1,0.78,0.72,0.06,0.15,0.06,0.09,0.06,0.2,-0.14,1,3,-2,6,6,0,0.17,0.5,-0.33,1,0,1,1,0,1,158,328,-170,4.33,4.36,-0.03,0.45,0.55,-0.1,4.19,2.57,1.62,0.52,0.59,-0.07,1.48,3.97,-2.49,0.33,0.44,-0.11,0.71,0.8,-0.09,1.5,0.5,1,Da'Mon Blackshear,Farid Basharat
3/4/2023,UFC 285: Jones vs. Gane,"Las Vegas, Nevada, USA",Esteban Ribovics,Loik Radzhabov,Lightweight,Men,3,0,Mark Smith,Blue,Decision,3,300,900,70,71,-1,69,69,0,0.99,0.97,0.01,Orthodox,Orthodox,155,155,0,4/27/1996,9/17/1990,26,32,-6,29,34,-5,14,18,-4,2,6,-4,0,1,-1,7,3,4,66,40,26,129,85,44,0.51,0.47,0.04,98,67,31,162,117,45,0.6,0.57,0.03,1,0,1,0.78,0.82,-0.04,0.16,0.15,0.01,0.04,0.02,0.02,0.92,0.92,0,0.01,0.02,-0.01,0.06,0.05,0.01,0,11,-11,1,21,-20,0,0.52,-0.52,1,0,1,1,0,1,31,459,-428,8.08,2.89,5.19,0.43,0.44,-0.01,5.92,3.76,2.16,0.55,0.46,0.09,0.48,4.65,-4.17,0.66,0.57,0.09,0.63,0.42,0.21,0.2,0,0.2,Esteban Ribovics,Loik Radzhabov
3/11/2023,UFC Fight Night: Yan vs. Dvalishvili,"Las Vegas, Nevada, USA",Petr Yan,Merab Dvalishvili,Bantamweight,Men,5,0,Herb Dean,Blue,Decision,5,300,1500,67,66,1,67,68,-1,1,1.03,-0.03,Switch,Orthodox,135,135,0,2/11/1993,1/10/1991,30,32,-2,32,34,-2,19,20,-1,5,4,1,0,0,0,3.8,5,-1.2,75,147,-72,143,338,-195,0.52,0.43,0.09,87,202,-115,155,401,-246,0.56,0.5,0.06,0,0,0,0.54,0.61,-0.07,0.21,0.23,-0.02,0.24,0.14,0.1,0.88,0.87,0.01,0.12,0.12,0,0,0,0,1,11,-10,5,49,-44,0.2,0.22,-0.02,0,0,0,0,0,0,110,413,-303,5.12,4.31,0.81,0.54,0.42,0.12,4.14,2.48,1.66,0.58,0.56,0.02,1.58,5.84,-4.26,0.48,0.35,0.13,0.85,0.82,0.03,0.1,0.3,-0.2,Petr Yan,Merab Dvalishvili
